PC1,PC2,cluster_label
0.11162248590140018,-0.3320238188553418,Consistent Good Sleepers
-1.2693401386158667,-0.13647009693750847,Short but Regular
-0.6092545768820925,-1.3488763428507542,Consistent Good Sleepers
-2.400305592568164,2.164830401113545,Short but Regular
-0.10534069630248749,-1.2052487012068847,Consistent Good Sleepers
1.9485664418682882,-1.6280890617010575,Variable Long Sleepers
0.8832667889903674,-0.732694824866582,Consistent Good Sleepers
0.6640206336741757,2.6136709487873873,Chronic Short & Variable
1.805556201661158,-3.037997624467669,Consistent Good Sleepers
-1.1913788968508223,0.46895983950347825,Short but Regular
-2.221122954696794,0.955497893383233,Short but Regular
-1.194694228452333,0.03167247255301391,Short but Regular
0.07838829575917457,-1.6548968383361393,Consistent Good Sleepers
6.404234261609377,-0.5866745800513248,Variable Long Sleepers
-1.4049873952054446,0.29265921057802197,Short but Regular
-1.3754290317288598,-0.1569737752902014,Short but Regular
0.786561488717985,-1.0525210322691012,Consistent Good Sleepers
-1.4400606780638618,-1.071930488952079,Consistent Good Sleepers
0.3188999850366728,-1.355854510767895,Consistent Good Sleepers
0.818163752463732,-2.4179642625912563,Consistent Good Sleepers
-1.3192433736697362,0.46805566214728533,Short but Regular
-1.55553581210072,2.09424492655702,Short but Regular
-0.11259627835563364,2.5142071913266917,Chronic Short & Variable
-1.3446294001980723,-1.9772026152915048,Consistent Good Sleepers
1.1338696021133183,-1.2594893088532253,Consistent Good Sleepers
0.4143956432504639,-2.3044275172048883,Consistent Good Sleepers
-0.95545576345206,-2.571275837997034,Consistent Good Sleepers
-0.9841913328489031,-3.1898576461487504,Consistent Good Sleepers
2.273464908288232,-0.27220763737473747,Variable Long Sleepers
2.4120485286704882,-0.7325467480793586,Variable Long Sleepers
-0.12640573793745696,-0.22372449857351592,Consistent Good Sleepers
-0.5764642684944834,-0.9905576976656844,Consistent Good Sleepers
-3.3820636402322526,2.270207619079277,Short but Regular
0.8851711496440401,-0.8343995956370414,Consistent Good Sleepers
1.644788484202759,-2.5947664305848255,Consistent Good Sleepers
-1.6867569207427127,-0.7306999331781692,Consistent Good Sleepers
-1.4222698205955795,0.11089923046054805,Short but Regular
-0.9549762219081978,2.419294981930025,Short but Regular
0.09886753249047618,1.026318853120005,Chronic Short & Variable
-0.5810733836317701,2.6515019881797075,Short but Regular
0.23956872016084674,-1.0991773941569085,Consistent Good Sleepers
-1.0127738590581463,1.6839372512381061,Short but Regular
-0.4340572967718864,-0.401664235297709,Consistent Good Sleepers
0.3115089447634076,1.1363842349234894,Chronic Short & Variable
-1.0075537155810042,-2.1344754272864517,Consistent Good Sleepers
-0.8036049238393762,-1.550165581567867,Consistent Good Sleepers
-0.5568508131213756,-1.248304428207504,Consistent Good Sleepers
3.42052666427551,-2.6843316218001836,Variable Long Sleepers
0.9601557909599406,-0.2713224407888297,Chronic Short & Variable
-1.2842153157972866,0.7658878065294902,Short but Regular
0.48796480632077294,2.0393652376887035,Chronic Short & Variable
1.7027646428097547,2.078779917437378,Chronic Short & Variable
2.135723268461014,1.6594653946972129,Chronic Short & Variable
0.13785552363249112,0.7211323433716913,Chronic Short & Variable
2.98967664747341,0.6518954751479765,Variable Long Sleepers
0.5418290262763292,0.7078554393366654,Chronic Short & Variable
2.0008331891057165,1.1189283905185243,Chronic Short & Variable
0.15247196924913098,0.8202145704272507,Chronic Short & Variable
4.3847937587234975,0.08476787017402623,Variable Long Sleepers
-0.3414473956104974,-1.0215129933990692,Consistent Good Sleepers
-0.10437882029501531,0.09201203656189355,Consistent Good Sleepers
-1.5014929611060706,-0.7483385889155816,Consistent Good Sleepers
-0.10941601036177827,0.35716858664605056,Chronic Short & Variable
-1.9095026947026914,2.09399097978761,Short but Regular
-0.027316074070130914,0.9159008742055036,Chronic Short & Variable
-0.7665451376091437,-2.032754805244997,Consistent Good Sleepers
-1.4654319169991354,-1.0169697873482086,Consistent Good Sleepers
-0.6001845121127937,-1.7958313931807315,Consistent Good Sleepers
-1.0648803673044178,-2.1218783804743078,Consistent Good Sleepers
-0.9333846802656444,-1.0589085829710705,Consistent Good Sleepers
-1.1112777371461584,-2.256116925962826,Consistent Good Sleepers
-0.6777624548671546,-1.5249424277477828,Consistent Good Sleepers
0.5930951993590211,1.1023597137406025,Chronic Short & Variable
-1.3544336391991945,1.9138869677612018,Short but Regular
-0.9688284670439754,0.30239460797894885,Short but Regular
-0.26871453322160666,0.11610506460387221,Consistent Good Sleepers
2.394037289159002,-0.9889829371320324,Variable Long Sleepers
2.3503520482066156,0.014463477793322905,Variable Long Sleepers
-0.08109638987859319,-0.20904921257331072,Consistent Good Sleepers
-0.9866933801557228,-1.4919143525615541,Consistent Good Sleepers
1.4154992036867107,1.4808294777878477,Chronic Short & Variable
0.9974620696887175,-0.3306265198088558,Chronic Short & Variable
0.8833458158379792,0.324747581076935,Chronic Short & Variable
0.8786053230834486,2.0662312288698645,Chronic Short & Variable
1.8617074335388748,-0.42461273832902025,Variable Long Sleepers
1.72453830901558,2.4002600054924232,Chronic Short & Variable
2.6810693849964005,-0.9116013943818502,Variable Long Sleepers
1.3777935099960468,0.11260788079901904,Chronic Short & Variable
1.1745970635352248,1.557772746817018,Chronic Short & Variable
-0.8316029128366702,1.269824302883256,Short but Regular
0.2728218030954547,-0.3729177085684724,Consistent Good Sleepers
-1.1757923552283662,-1.3063399161752947,Consistent Good Sleepers
0.4915611897641409,-0.3405094702251107,Consistent Good Sleepers
0.31188902818194253,-0.4182990724454489,Consistent Good Sleepers
0.7095489227979055,2.527380438796147,Chronic Short & Variable
0.7109740115063845,0.6583330930657577,Chronic Short & Variable
1.2103927328545527,-0.7842161032468414,Consistent Good Sleepers
-0.9641992106408842,1.852266837000805,Short but Regular
0.9541361721166185,3.16874103422728,Chronic Short & Variable
0.9083459669123828,1.433983103747194,Chronic Short & Variable
1.0683713542804592,0.6308568263513392,Chronic Short & Variable
2.047541423945504,2.966128983619775,Chronic Short & Variable
0.8705301742998458,1.7830983820347186,Chronic Short & Variable
3.4995292174347377,-2.4349581084712053,Variable Long Sleepers
2.143667316302239,-0.4250065834044831,Variable Long Sleepers
1.5500844974661678,-2.8849182024142417,Consistent Good Sleepers
3.3064496647016264,0.10872972530438478,Variable Long Sleepers
-0.6579902347862003,-1.5876590998488322,Consistent Good Sleepers
0.6737217531248355,-1.2067373070796705,Consistent Good Sleepers
-0.816644312387914,-0.6452330831733422,Consistent Good Sleepers
-0.6560334586646784,-1.9936909640978155,Consistent Good Sleepers
0.8746475328525608,-0.6073325075061519,Consistent Good Sleepers
-0.4836525039994106,-0.8186696554296762,Consistent Good Sleepers
2.2577943540442713,1.6865682651537006,Chronic Short & Variable
0.7715566373916108,1.0698185471874693,Chronic Short & Variable
-0.5180689252368709,0.41914614981144244,Chronic Short & Variable
-1.3538449557379102,2.1068901092053727,Short but Regular
-0.8297974710778425,-1.3580676760365564,Consistent Good Sleepers
3.6876508047125,1.9803158040741302,Variable Long Sleepers
0.43706214216890094,-2.940529465783647,Consistent Good Sleepers
0.05902020137288877,-1.0335139563094893,Consistent Good Sleepers
1.8213881945229637,0.16164904080614803,Chronic Short & Variable
0.11825596264161338,1.300162123310458,Chronic Short & Variable
3.2971743585089426,2.215746283739867,Variable Long Sleepers
-0.740133366019792,-0.8771203213316714,Consistent Good Sleepers
0.656794001419548,0.1672822874465288,Chronic Short & Variable
-0.7668158190600666,-1.0833170031120736,Consistent Good Sleepers
-0.8644072389517281,0.8491601588624956,Short but Regular
-1.1056849770487283,1.1822512795443352,Short but Regular
-1.6005234045947536,-0.8293911871154744,Consistent Good Sleepers
-0.03659383074524403,0.6834583580294816,Chronic Short & Variable
0.129461262304482,-1.3256785715233437,Consistent Good Sleepers
-1.2362966465840104,1.8568752108194664,Short but Regular
-1.8288634831109911,1.244129067634787,Short but Regular
-0.29058532006807164,2.1971221115866832,Chronic Short & Variable
-1.007417307339734,-0.18544316461425986,Consistent Good Sleepers
-0.17787155675843683,0.21859824434079606,Chronic Short & Variable
2.8575312972862252,-0.5519585293475938,Variable Long Sleepers
5.339561876375234,3.171137868511036,Variable Long Sleepers
0.7107510586653387,0.5987842764639948,Chronic Short & Variable
2.998012709087859,0.059124259600379925,Variable Long Sleepers
-1.0308917921782863,-1.4504865491161498,Consistent Good Sleepers
-1.8595390072850908,0.6485633820794079,Short but Regular
1.6114779551106646,1.3048242923271625,Chronic Short & Variable
0.2795519115287922,0.48128079527914946,Chronic Short & Variable
3.275295840507547,-2.183366519003678,Variable Long Sleepers
0.809983517114798,1.430425156568089,Chronic Short & Variable
-1.708611846670533,-0.8456766432406289,Consistent Good Sleepers
7.041059172440407,2.9576560620257566,Variable Long Sleepers
4.117186269439749,-2.231070174674168,Variable Long Sleepers
1.5738791808321837,2.2586126528500245,Chronic Short & Variable
0.9336676856396419,-1.2213274898908735,Consistent Good Sleepers
-2.2397988684570453,2.3602708813850706,Short but Regular
-0.5548189870352207,0.8593804897376282,Short but Regular
0.3632100987231354,0.5321878731406947,Chronic Short & Variable
2.0120769570713852,-0.24073023839472119,Variable Long Sleepers
-1.5627412568230485,2.055959983173254,Short but Regular
0.12239851925827924,-0.9123161504243025,Consistent Good Sleepers
-0.16228142258045608,-1.3782104380257263,Consistent Good Sleepers
1.7273895055641146,-1.0794308208004997,Variable Long Sleepers
-1.0800958006073886,-1.067755806380396,Consistent Good Sleepers
-2.958651252105939,0.4189891437080488,Short but Regular
-0.48110652438684154,0.4379273060815034,Short but Regular
2.837078107969345,0.317840170730423,Variable Long Sleepers
1.2208060310998172,-2.343936989407566,Consistent Good Sleepers
0.8056508617822897,0.8929449082490801,Chronic Short & Variable
-0.6896987588486753,-1.9194183237159386,Consistent Good Sleepers
0.6655279612031476,1.048469125120511,Chronic Short & Variable
-2.0130189906244658,0.07434082667579477,Short but Regular
3.4867584459092384,-1.8473771175348654,Variable Long Sleepers
-0.3638729956744331,1.4846594494847958,Chronic Short & Variable
-0.548478273745474,0.4945359414134144,Short but Regular
1.2202050813853569,-0.8493904078960304,Consistent Good Sleepers
-0.9322197487569865,-1.4570751349997029,Consistent Good Sleepers
-0.48651211591353827,1.6309927149229904,Chronic Short & Variable
-0.3648749767932863,-1.7963275477960157,Consistent Good Sleepers
-2.143060644374963,1.0906998319011774,Short but Regular
0.683151688927537,-1.2406487004368087,Consistent Good Sleepers
-1.6034378277181307,1.529937547445772,Short but Regular
-0.18186248337481506,1.883747787223654,Chronic Short & Variable
-0.7330314315923983,-2.2512464719547385,Consistent Good Sleepers
-0.09069611303150339,-1.107011021794729,Consistent Good Sleepers
-0.3725622189236505,-0.7062621673657297,Consistent Good Sleepers
1.4531530824426133,2.277364628965041,Chronic Short & Variable
-0.6852422203155931,-0.339391194586543,Consistent Good Sleepers
-1.4840665551375076,1.6945308298820718,Short but Regular
5.581467151861101,2.0981832055803173,Variable Long Sleepers
-0.6886708538954808,1.3368060678145393,Short but Regular
-2.1219496492219485,1.60129334038124,Short but Regular
-1.4224636763428549,0.5536553648226771,Short but Regular
-0.10852716040554804,1.9086048499006307,Chronic Short & Variable
1.028452691317485,0.8340016987963323,Chronic Short & Variable
-0.3021299395675537,-0.22980258587378913,Consistent Good Sleepers
1.758969966484604,-1.266524047204842,Variable Long Sleepers
-1.0993170923476088,-1.3407698473095924,Consistent Good Sleepers
-1.3896776909504844,0.25028474107177406,Short but Regular
-0.5223031008013531,-0.23253427956565342,Consistent Good Sleepers
0.3763522211570693,0.33672901509330516,Chronic Short & Variable
-0.8410415732805613,-0.9384874089136039,Consistent Good Sleepers
2.9891022206663957,2.520182295137165,Chronic Short & Variable
-2.43809674064348,1.4110028345261745,Short but Regular
1.4296979938876444,-0.5917024293315052,Chronic Short & Variable
-1.5520599097200583,1.4132345689389123,Short but Regular
0.9250499191258792,1.4507081663659465,Chronic Short & Variable
-0.22137110195304124,0.592855747119065,Chronic Short & Variable
-0.35105767410720096,-0.6595060545827717,Consistent Good Sleepers
0.9213669970808775,1.58592234912993,Chronic Short & Variable
1.5082955993266438,-2.434083076443147,Consistent Good Sleepers
-0.4068426594670334,-2.5664627600206527,Consistent Good Sleepers
1.739496074659219,0.03746695790586304,Chronic Short & Variable
-0.004054667629463923,-2.232651540562242,Consistent Good Sleepers
2.9375844252968233,1.2571563518184896,Variable Long Sleepers
-0.5797427487066109,0.44792085702660517,Short but Regular
-1.3995042708697178,1.2920879850394806,Short but Regular
0.7887402506332006,0.6296248768861435,Chronic Short & Variable
-1.410028333564434,-0.15073761718476064,Short but Regular
5.039352636142123,0.511877251285358,Variable Long Sleepers
-1.8240821543623007,-1.7950459075514265,Consistent Good Sleepers
0.2202683194657771,0.9549506402206351,Chronic Short & Variable
1.953197834432417,-0.6039589030045288,Variable Long Sleepers
-1.2264414272164637,0.48140172163705813,Short but Regular
-1.0746947673848302,0.005915289504993932,Short but Regular
-1.1299002388539316,2.0452982616782664,Short but Regular
-1.860270228588871,1.6641412939844797,Short but Regular
2.932928105812946,-0.341311225543005,Variable Long Sleepers
2.8624182127940445,2.065006393501971,Chronic Short & Variable
-2.346973099009402,2.071529532941238,Short but Regular
-0.28642683189277096,-0.2747649496876941,Consistent Good Sleepers
6.0602857511431125,4.136775137259447,Variable Long Sleepers
4.121457597457072,-1.0255745302920092,Variable Long Sleepers
0.44797232384129937,0.4729250214522025,Chronic Short & Variable
2.7871585542241504,-1.3198698540759501,Variable Long Sleepers
-0.3793659726026756,-0.05497491943061511,Consistent Good Sleepers
2.1463611868703945,0.6249467566073077,Chronic Short & Variable
1.4513433393844626,0.4545066160796959,Chronic Short & Variable
